AuthorID,Author,Date,Content,Attachments,Reactions
"565231730844499979","deathriccon","2025-03-17T17:00:27.3740000-05:00","WTS Softcore Phrecia
x6 Wild Hellion Alpha - 0.5 :divine: /ea
x9 Wild Brambleback - 0.4 :divine:ea
x8 Vivid Vulture - 2.2 :divine:ea
@peshogaming or mgs discord","",""
"135664779883839488","spork1.0","2025-03-17T17:31:55.7920000-05:00","WTS Softcore ""Legacy of Phrecia""

`00   Vivid Vulture                 `-  SOLD
`33   Vivid Watcher                 `-  1.5  :divine:   each
`19   Wild Brambleback              `-  55  :chaos:   each
`39   Wild Bristle Matron           `-  0.6 :divine:   each
`23   Hellion Alpha                 `-  0.5 :divine:   each

IGN : @SporkWhisperer","",""
"198439839341871104","xkthemaster","2025-03-17T18:10:43.0960000-05:00","WTS Softcore
IGN : **@DNakkLeVaar**

Yellow Beasts - 60 = **1.3 :divine:** - STOCK: 5 sets","",""
"452865928280145942","marchiodolor","2025-03-17T18:12:57.8600000-05:00","WTS Softcore Legacy of Phrecia 
146x Craicic Chimeral – 0.4 div each
IGN : @Othkimeth_the_Conqueror","",""
"156432616935915521","zeneto_morais","2025-03-17T18:27:06.3280000-05:00","WTS Softcore Phrecia
3x Wild Brambleback   ---- 0.3 :divine:  / each
12 x Wild Bristle Matron ---- 0.5 :divine: / each
1 x Vivid Vulture ---- 2 :divine: / each
IGN : ZenetinhoGearFive","",""
"374121545578315776","bi45680","2025-03-17T19:20:48.4580000-05:00","WTS Softcore Phrecia

**Black Mórrigan** - 0.7 :divine: each (Stock: 17)

```@SurfyTanuki WTB Beasts```","",""
"534049395717701664","kokotko23_","2025-03-17T19:53:26.9540000-05:00","WTS Softcore ""Legacy of Phrecia""
60x yellow beasts- 1.1 :divine: (stock 4)
IGN:slapotka","",""
"548490585762299906","cepirahighwizard","2025-03-17T20:18:24.9620000-05:00","WTS Softcore ""Legacy of Phrecia""


60x Yellow beasts - 1.2   :divine: each (stock 16)
 
IGN: @Spider_Caveira_BR","",""
"516599612052865024","zakk3480","2025-03-17T22:55:33.0150000-05:00","WTS Softcore Phrecia

Black Mórrigan - 0.7 :divine: each (Stock: 3)

Craicic Chimeral - 0.4 :divine: each (Stock: 147)

Wild Hellion Alpha - 0.5 :divine: each (Stock: 12)

Wild Bristle Matron - 0.6 :divine: each (Stock: 22)

Wild Brambleback - 0.3 :divine: each (Stock: 13)

Vivid Vulture - 2.2 :divine: each (Stock: 48)

Fenumal Plagued Arachnid - 14 :chaos:  each (Stock: 112)

@doo_AA","",""
"356066677311668224","beanwu","2025-03-17T23:31:33.5580000-05:00","WTS Softcore Legacy of Phrecia

x240 Wild Brambleback - 49 :chaos: 
x240 Wild Hellion Alpha - 78 :chaos: 
x240 Wild Bristle Matron - 78 :chaos: 

IGN : CragocintipqWitch","",""
"261785785081004033","xirav","2025-03-17T23:51:49.7110000-05:00","WTS Softcore Legacy of Phrecia
x85 Vivid Watcher - 1.5 :divine: /ea
x100 Wild Bristle Matron - 0.5 :divine: /ea
x100 Wild Hellion Alpha - 0.5 :divine: /ea

IGN: @BeastsForever","",""
"394103296039583744","califo123_","2025-03-17T23:56:08.2410000-05:00","WTS Softcore ""Legacy of Phrecia""
------
Yellow Beasts  - 1 :divine: per 60 (10set)

IGN:@IG_Phrecia WTB Beasts","",""
"505648966290112513","ryanhuang1124","2025-03-18T00:35:18.4100000-05:00","WTS Softcore Phrecia

60x yellow beasts 1 :divine: (1 sets)

IGN: @遛狗失敗只好遛人","",""
"1128314791472136298",".pailu","2025-03-18T01:06:37.9400000-05:00","WTS Softcore ""Legacy of Phrecia""

🟡 Yellow beasts 60x -  1.5 :divine:   Stock:9 sets

IGN: ```@LAFesen_Aygnarlar WTB Yellow beasts```","",""
"209831585892139009","lautaferrero","2025-03-18T01:22:21.0500000-05:00","WTS Softcore Legacy of Phrecia
x86 Vivid Vulture - 2.4 :divine: /ea
x27 Vivid Watcher - 1.5 :divine: /ea
x8 Wild Bristle Matron - 0.5 :divine: /ea
x78 Wild Brambleback - 0.33 :divine:ea
~~x35 Wild Hellion Alpha - 0.5 :divine: /ea~~

IGN: @CptImpotent","",""
"288391067563458560","jasc.","2025-03-18T01:36:23.1240000-05:00","WTS Softcore Legacy of Phrecia

60x Yellow beast for 1 :divine: (4 sets)

IGN: `@Jasc_____   WTB Beasts`","",""
"223307487867174913","troket","2025-03-18T01:37:54.6550000-05:00","~~WTS Softcore Legacy of Phrecia

x24 Vivid Vulture - 2.2:divine: /ea

IGN:TROKETxxx~~","",""
"696987335526580255","monkipureiya","2025-03-18T02:20:29.9400000-05:00","WTS Softcore ""Legacy of Phrecia""

Craicic chimeral x20  0.4 :divine:/each

IGN: @CO_GO","",""
"536019449279545344","godszn_","2025-03-18T03:31:33.6920000-05:00","WTS Softcore Phrecia 18 x Vivid Vulture ---- 2. :divine: / each
IGN : Indimannnn","",""
"386090752943325194","ddqqww","2025-03-18T04:49:51.7350000-05:00","WTS Softcore Legacy of Phrecia 

x47 Vivid Vulture -   2.2 :divine:each
x46 Vivid Watcher - 1.4 :divine:each
x41 Wild Hellion Alpha - 0.4 :divine:each
x30 Wild Brambleback - 0.2 :divine:each
x35 Wild Bristle Matron - 0.5 :divine:each

ING: @KB_ru","",""
"677830622059692043","rafinha_mekketref","2025-03-18T06:15:53.0810000-05:00","WTS Softcore ""Legacy of Phrecia""

:surprisedPika: 60xYellow beasts – 1 :divine:   (stock: 12 sets)

IGN: @Mekke_Berserker","",""
"139119675870019585","iwakeupjustforu","2025-03-18T06:36:17.2820000-05:00","WTS Softcore Legacy Of Phrecia

60 x Yellow Beasts - 1 :divine: (Stock : 5)

IGN: @AVeryNotChillGuy","",""
"507089531808514048","peruzzi101","2025-03-18T06:37:23.4740000-05:00","WTS Softcore Legacy Of Phrecia

60 x Yellow Beasts - 1 :divine: (stock 2)

IGN: Guidomolester","",""
